"","claim_number","age_of_driver","gender","marital_status","safty_rating","annual_income","high_education_ind","address_change_ind","living_status","zip_code","claim_date","claim_day_of_week","accident_site","past_num_of_claims","witness_present_ind","liab_prct","channel","policy_report_filed_ind","claim_est_payout","age_of_vehicle","vehicle_category","vehicle_price","vehicle_color","vehicle_weight","fraud"
"16293",11486,33,"F",0,69,11.5503175841873,1,1,"Rent",50008,"9/9/2015","Wednesday","Parking Lot",0,0,87,"Online",0,8.93418889924656,1,"Compact",9.61587214452889,"other",9.96978821815351,1
"11478",24329,45,"M",1,83,10.5317494851891,0,0,"Own",50047,"12/26/2016","Monday","Local",0,0,0,"Broker",1,0,1,"Medium",9.61587214452889,"red",8.89288066493947,1
"10430",26595,38,"F",0,84,10.93487326604,0,0,"Rent",85072,"2/23/2016","Tuesday","Local",0,0,14,"Broker",0,8.86235187707718,1,"Large",10.5723017373066,"blue",10.6214100344628,1
"1790",9179,41,"M",1,73,11.5712321082313,1,0,"Own",20121,"1/27/2016","Wednesday","Local",1,0,9,"Broker",1,5.18922768396033,1,"Large",9.61587214452889,"black",9.31104889085654,1
"4586",8254,41,"M",1,44,11.1380865504038,0,0,"Own",50002,"6/10/2016","Friday","Local",9,1,100,"Broker",1,8.44091671591158,1,"Large",9.61587214452889,"other",10.0086418779882,1
"10312",2522,57,"M",1,61,10.3189689959198,0,1,"Rent",50042,"12/16/2016","Friday","Local",0,1,71,"Broker",0,6.7211365023503,8,"Medium",10.2308765644587,"gray",9.72776934695023,1
"13563",21282,38,"M",0,58,11.4751405206075,1,0,"Own",15012,"1/16/2016","Saturday","Highway",0,0,51,"Broker",1,0,1,"Medium",9.61587214452889,"blue",9.75371131080461,1
"12974",29928,30,"F",0,76,11.4382234702662,0,0,"Own",15012,"7/31/2015","Friday","Parking Lot",6,0,83,"Broker",1,0,2,"Compact",11.2978787955335,"red",9.91531038559792,1
"10392",6769,38,"M",0,38,11.1218513085974,1,1,"Own",15009,"3/14/2016","Monday","Highway",3,0,71,"Broker",1,0,1,"Medium",9.61587214452889,"black",9.5220437883533,1
"12238",13520,65,"F",1,79,11.2729154715461,1,1,"Own",15021,"9/19/2016","Monday","Local",5,0,49,"Broker",0,0,1,"Large",11.0255567300454,"red",10.842133603364,1
"12484",193,39,"F",1,74,11.598111844331,1,0,"Rent",20104,"3/29/2016","Tuesday","Local",0,0,43,"Phone",1,8.30432417582086,1,"Compact",9.78366237185448,"black",10.7879774598339,1
"1399",7394,44,"F",0,61,10.4947127433707,1,1,"Own",80027,"5/13/2016","Friday","Parking Lot",15,0,31,"Broker",0,0,1,"Medium",9.64984216223272,"blue",8.67405656114245,1
"5336",9244,49,"F",1,21,11.2500920904878,1,1,"Own",15025,"2/17/2016","Wednesday","Local",0,0,77,"Broker",0,0,15,"Medium",9.61587214452889,"blue",9.88148797569262,1
"1067",7832,48,"F",1,78,10.7919547756757,1,0,"Rent",50050,"12/25/2016","Sunday","Highway",7,1,4,"Phone",1,0,20,"Medium",10.2208968077847,"gray",9.64592645114023,1
"17336",22842,19,"F",0,65,11.1435994034779,1,0,"Own",15044,"7/12/2015","Sunday","Local",0,0,77,"Online",0,0,6,"Medium",9.61587214452889,"black",10.2404836026574,1
"17035",26791,42,"F",0,77,10.6501044074497,1,1,"Rent",85035,"3/25/2015","Wednesday","Local",2,0,2,"Phone",1,0,1,"Large",11.1533481929267,"red",9.96803166287683,1
"9623",15367,33,"F",0,89,11.694455041564,1,1,"Rent",80001,"7/31/2016","Sunday","Highway",0,0,91,"Broker",1,6.81818061958934,3,"Medium",11.0818770606206,"white",9.29903631220875,1
"17655",29724,37,"F",1,94,11.6274052731952,1,1,"Own",20106,"1/26/2015","Monday","Highway",0,0,1,"Broker",1,0,3,"Compact",9.61587214452889,"other",9.47945226223423,1
"7307",19653,39,"F",1,87,11.4165467144475,0,0,"Own",80031,"3/20/2016","Sunday","Highway",12,0,50,"Phone",1,6.55283593593108,1,"Large",10.5140514391674,"white",9.47717554394829,1
"8182",5482,28,"F",1,49,11.6129155858381,0,1,"Rent",15054,"4/19/2015","Sunday","Local",0,0,65,"Online",0,0,2,"Large",11.3865327046176,"gray",9.31457210069367,1
"4907",11227,24,"F",1,20,11.1904310813997,1,1,"Rent",15021,"6/21/2016","Tuesday","Highway",5,1,10,"Online",1,0,2,"Compact",10.1062011996522,"white",10.0554778468388,1
"2721",24824,57,"F",0,74,10.4973943401121,1,1,"Own",80022,"1/6/2016","Wednesday","Highway",11,0,4,"Broker",1,8.74133943986162,2,"Compact",9.61587214452889,"silver",10.3017579150896,1
"10043",12487,40,"M",1,89,10.6081679689097,0,0,"Own",50021,"3/9/2016","Wednesday","Local",10,0,3,"Phone",0,7.8184463620458,8,"Compact",11.0701775162578,"gray",9.87196926225622,1
"11381",692,41,"F",1,72,11.7326792776063,0,1,"Rent",80109,"5/11/2016","Wednesday","Local",16,0,0,"Broker",0,0,1,"Compact",9.61587214452889,"gray",10.1621956023432,1
"12744",1814,23,"F",0,69,10.8060849572783,0,1,"Own",80016,"1/17/2016","Sunday","Local",9,0,50,"Online",1,6.74544809177126,1,"Compact",9.61587214452889,"red",10.6158788549473,1
"11407",23520,47,"F",0,78,10.5408841513248,1,1,"Rent",80047,"3/7/2015","Saturday","Local",0,0,93,"Broker",1,0,5,"Compact",10.8084906491189,"blue",9.72230129105051,1
"15565",25004,22,"F",1,69,11.5771107987445,1,0,"Rent",50039,"3/31/2016","Thursday","Highway",0,0,98,"Broker",0,7.42078247750297,1,"Compact",9.61587214452889,"red",10.2142065959305,1
"11005",15285,39,"F",1,59,11.1139244197191,1,0,"Rent",20149,"1/18/2016","Monday","Local",0,0,46,"Broker",0,7.86451978475478,3,"Compact",11.0192497092137,"other",9.75610273770345,1
"12972",10015,44,"M",1,88,11.4518795044031,0,1,"Rent",15028,"4/28/2016","Thursday","Parking Lot",0,1,9,"Broker",1,6.22112680540931,1,"Large",11.3422489331443,"other",11.0787948921842,1
"17772",5676,41,"F",1,86,11.4299350838394,1,1,"Own",50009,"8/19/2015","Wednesday","Parking Lot",0,0,28,"Phone",1,0,1,"Large",11.4290499236218,"black",9.68086118808274,1
"2685",10090,57,"F",1,77,11.6708433257667,1,1,"Own",50029,"8/28/2016","Sunday","Local",0,0,39,"Broker",0,0,1,"Large",11.1547737709395,"blue",9.74364543541256,1
"3118",6473,59,"M",1,73,10.9561780592903,1,1,"Own",15035,"12/22/2015","Tuesday","Local",5,1,77,"Broker",1,8.47665032460289,1,"Medium",10.4311872388351,"red",9.21692764418076,1
"6819",4929,29,"M",1,89,10.8705094208166,0,1,"Rent",20102,"3/15/2015","Sunday","Highway",0,0,29,"Online",1,8.18226016959591,1,"Compact",10.9751647235136,"black",10.2163071438367,1
"3162",435,41,"M",1,64,11.4354610971865,1,0,"Rent",20156,"6/22/2016","Wednesday","Local",5,0,20,"Phone",1,0,1,"Large",10.168881809412,"red",10.4032021232385,1
"10730",22093,69,"M",0,78,11.6032961930163,1,1,"Rent",80026,"12/30/2015","Wednesday","Local",0,0,56,"Phone",0,0,1,"Compact",9.64563171282353,"gray",9.20195654682303,1
"17144",26264,39,"F",1,89,10.6220344127288,0,1,"Rent",50039,"8/8/2015","Saturday","Local",0,0,0,"Broker",0,0,1,"Medium",9.61587214452889,"red",9.83922481736611,1
"7921",27244,35,"F",1,32,10.7407783661761,0,0,"Own",20107,"11/20/2016","Sunday","Local",0,0,72,"Broker",1,8.27388519735853,2,"Compact",10.5602895160017,"gray",10.0062384437341,1
"4922",20925,39,"M",1,67,11.7049332913536,1,1,"Rent",85074,"6/25/2016","Saturday","Highway",0,1,97,"Broker",1,0,3,"Compact",9.61587214452889,"blue",9.73881489543118,1
"6944",6084,31,"M",1,35,10.8782547181691,1,1,"Own",80004,"1/20/2016","Wednesday","Local",0,0,92,"Broker",0,0,1,"Medium",9.61587214452889,"white",10.1714055571683,1
"13223",3314,38,"M",1,56,11.4491120142389,0,0,"Rent",15025,"8/5/2015","Wednesday","Local",1,1,1,"Broker",0,7.58283522557946,11,"Large",9.69804352754306,"red",9.53747808214777,1
"11022",6720,48,"F",1,83,11.1707168064971,1,0,"Own",20134,"7/18/2016","Monday","Local",0,0,11,"Broker",1,8.00590412694486,6,"Large",11.5738426323696,"red",9.16764853528597,1
"3663",5423,44,"F",0,72,11.3661525027319,1,0,"Own",15010,"7/11/2016","Monday","Local",0,0,65,"Broker",0,0,1,"Compact",9.61587214452889,"other",9.78806392316539,1
"10058",144,22,"F",0,19,11.5781418812849,1,0,"Rent",20148,"4/17/2016","Sunday","Parking Lot",21,0,16,"Online",0,0,1,"Compact",9.61587214452889,"blue",9.32482742094231,1
"6140",6186,48,"F",0,86,11.1493266059587,1,1,"Own",50020,"5/13/2015","Wednesday","Parking Lot",0,0,50,"Broker",1,0,1,"Medium",9.61587214452889,"blue",8.85953000900182,1
"2896",26341,40,"F",0,40,11.0696182929351,1,1,"Own",20149,"4/28/2016","Thursday","Local",4,0,64,"Phone",1,7.24140209929983,1,"Large",9.61587214452889,"silver",9.18379422414771,1
"3127",23585,32,"F",0,85,10.6150884117543,1,0,"Own",50002,"7/12/2016","Tuesday","Highway",1,0,35,"Broker",1,8.91748762124485,1,"Large",11.2218294372669,"black",9.4451395185613,1
"14117",9032,47,"M",1,77,11.0754742110042,1,1,"Own",85020,"4/1/2016","Friday","Local",2,0,40,"Phone",1,8.74198977571828,1,"Medium",10.668831969719,"white",9.42567630379875,1
"9129",6698,36,"F",0,71,10.9180477176654,0,1,"Rent",20101,"10/16/2016","Sunday","Local",21,0,46,"Broker",1,0,1,"Large",10.0515858536628,"silver",10.229641998349,1
"11768",25414,39,"M",1,88,10.8093238265064,1,1,"Rent",20141,"11/29/2015","Sunday","Highway",5,0,92,"Broker",0,6.04663904985264,11,"Medium",10.5212713905947,"other",9.33505872838026,1
"15989",28666,40,"F",0,77,11.6066070466009,1,0,"Own",80005,"8/13/2015","Thursday","Local",3,1,98,"Broker",1,6.49440415784985,8,"Compact",9.61587214452889,"silver",10.4128903288346,1
"13296",20094,47,"F",0,57,11.6930529498812,1,1,"Own",50052,"7/10/2015","Friday","Local",2,0,89,"Broker",0,6.91399576657159,1,"Compact",9.61587214452889,"gray",10.0912368603195,1
"9814",21763,45,"M",0,72,10.7926331668867,0,1,"Rent",20109,"6/29/2015","Monday","Local",15,0,93,"Broker",1,5.91913576049535,1,"Compact",10.9862843845271,"black",11.014067047028,1
"14916",5773,36,"M",1,67,11.616194795624,0,1,"Rent",20115,"5/7/2016","Saturday","Local",0,0,53,"Broker",0,8.23874039784291,1,"Large",10.4369379337797,"silver",8.76415993022179,1
"6898",29248,35,"F",1,59,10.7479814855906,1,1,"Rent",80015,"8/19/2015","Wednesday","Local",0,0,2,"Broker",1,9.45070439616401,1,"Compact",10.4311078595182,"black",9.75873281196161,1
"1065",21632,37,"F",0,95,11.5119349745966,0,0,"Rent",50013,"11/14/2015","Saturday","Local",0,1,97,"Broker",1,0,10,"Compact",10.6983714521949,"other",9.04999935604315,1
"12548",14956,39,"F",1,84,11.0101341462326,0,1,"Rent",85028,"4/11/2016","Monday","Local",15,0,59,"Broker",1,6.83183489617325,1,"Medium",10.4323507138413,"other",9.5190739437646,1
"4768",7174,42,"F",1,86,11.4018374674463,1,1,"Rent",85046,"3/22/2016","Tuesday","Local",7,1,85,"Broker",1,0,1,"Compact",10.7212686903764,"white",9.7817903355821,1
"5880",18577,49,"M",1,58,10.5025987411695,0,1,"Own",20160,"11/19/2016","Saturday","Local",9,0,37,"Phone",1,0,1,"Medium",9.61587214452889,"gray",8.90282158753535,1
"16366",1626,50,"F",1,91,11.2650024222918,0,1,"Own",15046,"1/21/2015","Wednesday","Highway",0,0,79,"Phone",1,0,5,"Large",9.61587214452889,"blue",10.0580909021787,1
"11402",20544,41,"M",0,56,11.1869044238476,0,1,"Own",20120,"9/10/2016","Saturday","Highway",12,0,36,"Phone",0,0,4,"Large",10.7726492956258,"white",10.7991898306614,1
"13646",3537,35,"M",0,58,11.7020571136927,0,1,"Own",15009,"3/25/2015","Wednesday","Highway",12,1,38,"Broker",1,8.7829792870438,1,"Medium",9.82012378245692,"silver",9.85808772225928,1
"3952",19041,34,"M",1,65,11.0927628761015,1,1,"Own",50021,"12/23/2015","Wednesday","Local",0,0,27,"Phone",1,9.07486194224736,5,"Compact",10.8382140066209,"blue",10.4154406516628,1
"4717",2559,46,"M",0,81,11.3254144662847,1,0,"Rent",80105,"6/20/2015","Saturday","Parking Lot",0,0,72,"Phone",1,8.29651160697295,1,"Medium",9.61587214452889,"blue",10.5402803077648,1
"10943",7934,41,"M",1,39,10.7777680842532,1,1,"Own",80025,"6/7/2015","Sunday","Highway",0,0,7,"Broker",1,7.77121469221031,1,"Large",10.5813090764229,"black",9.90364852507935,1
"12705",860,55,"F",1,86,11.3544805782199,0,1,"Rent",50047,"7/19/2015","Sunday","Local",16,0,25,"Broker",1,0,1,"Medium",9.61587214452889,"black",10.2870415594785,1
"4763",9396,41,"M",1,77,10.4827939166723,1,0,"Rent",80021,"6/29/2016","Wednesday","Local",0,0,59,"Phone",1,0,4,"Medium",9.697270391031,"black",9.7904580687039,1
"2264",27590,40,"F",0,58,11.2079344533958,0,0,"Own",85023,"8/25/2015","Tuesday","Local",0,0,42,"Broker",1,8.79922131035382,5,"Compact",10.6622164397875,"blue",10.0621164668009,1
"1943",754,27,"M",1,87,10.5007568922027,1,1,"Rent",50008,"8/19/2015","Wednesday","Highway",0,0,4,"Online",1,0,15,"Compact",9.61587214452889,"white",9.11461845233864,1
"10078",22350,42,"F",1,55,11.550163444575,1,1,"Rent",80015,"6/22/2016","Wednesday","Local",6,1,88,"Broker",1,7.56537890347304,14,"Medium",9.61587214452889,"gray",9.29999663940735,1
"6237",8665,63,"M",1,77,10.5551093662675,0,0,"Own",20104,"11/3/2016","Thursday","Local",0,0,4,"Broker",0,9.12097021525166,5,"Medium",9.61587214452889,"black",10.4189725505393,1
"11555",5317,22,"M",1,81,11.2953290000851,0,1,"Rent",80103,"7/30/2016","Saturday","Local",10,0,13,"Online",1,6.95009611947166,1,"Compact",9.61587214452889,"white",10.1892500845985,1
"15044",14485,38,"F",1,89,11.633540043578,0,1,"Rent",80002,"6/17/2016","Friday","Local",3,0,73,"Phone",0,0,1,"Compact",9.61587214452889,"blue",9.04182945242603,1
"6654",9341,37,"F",0,85,10.8268134792913,0,1,"Own",15015,"11/29/2015","Sunday","Local",0,0,42,"Broker",0,8.62924248722484,4,"Medium",9.61587214452889,"red",9.785809907076,1
"10632",4477,68,"M",1,96,11.2947818929007,1,1,"Own",50048,"9/29/2015","Tuesday","Local",28,0,91,"Online",0,0,3,"Medium",10.6899198397109,"black",10.504105686179,1
"2327",3178,26,"M",0,70,10.9516482977081,0,0,"Rent",20153,"8/20/2016","Saturday","Local",0,0,61,"Online",1,0,17,"Large",10.1326286495585,"silver",9.67591211553371,1
"14480",20305,38,"M",1,46,11.649778833717,0,1,"Rent",20101,"12/11/2016","Sunday","Local",0,0,49,"Broker",1,0,1,"Medium",10.7622585776642,"silver",11.1078872380853,1
"5082",15291,33,"F",1,70,10.4264393561,1,1,"Own",85027,"11/27/2016","Sunday","Highway",11,0,23,"Broker",1,0,1,"Compact",11.0250502592101,"black",10.2077153761071,1
"6064",24857,41,"M",1,75,10.5051771226072,1,1,"Rent",50008,"2/16/2016","Tuesday","Local",5,1,66,"Broker",1,0,1,"Compact",11.1602489136507,"other",10.3399278102013,1
"15718",7814,46,"M",1,95,11.1221174154557,0,1,"Own",85015,"5/26/2016","Thursday","Local",4,0,73,"Broker",1,0,18,"Medium",10.8441981387091,"silver",9.50336130705433,1
"19",1872,44,"F",0,69,10.673202178265,0,0,"Own",85018,"10/6/2015","Tuesday","Local",0,0,76,"Broker",0,0,1,"Compact",11.2718391131369,"blue",9.28928432269886,1
"7017",14107,46,"F",1,63,10.724148053395,0,0,"Rent",50010,"3/2/2015","Monday","Local",0,0,51,"Broker",1,0,1,"Medium",9.61587214452889,"silver",9.39394560700257,1
"12812",28261,40,"F",1,66,10.7017602211371,1,0,"Own",85062,"2/2/2016","Tuesday","Local",4,0,39,"Broker",1,8.66995719596787,1,"Compact",9.61587214452889,"blue",10.0815506671053,1
"11581",4525,43,"M",0,94,10.4872383063167,1,1,"Own",15007,"11/28/2016","Monday","Local",0,0,15,"Broker",0,8.42591527111571,17,"Medium",11.5621780009408,"black",10.8608500204785,1
"7128",1598,50,"M",1,11,11.7331367213066,0,1,"Rent",80022,"3/17/2016","Thursday","Parking Lot",0,1,53,"Broker",1,0,2,"Large",10.140858894839,"black",9.93299767301021,1
"13655",24510,53,"F",1,97,11.5373839038026,1,0,"Rent",15012,"9/23/2016","Friday","Local",13,0,50,"Broker",0,0,1,"Compact",9.76226217070093,"silver",9.01653736522782,1
"1650",10116,32,"F",0,95,10.9850045457756,1,0,"Rent",15042,"6/6/2015","Saturday","Parking Lot",0,0,100,"Phone",1,7.90271670082076,3,"Compact",9.61587214452889,"blue",9.74263805992928,1
"11981",20790,55,"F",0,83,11.5501152710733,1,1,"Own",80030,"1/4/2016","Monday","Local",3,0,0,"Phone",1,0,1,"Compact",9.61587214452889,"red",8.61749729859995,1
"7037",4333,42,"F",1,96,11.3035861946324,1,1,"Rent",20113,"11/29/2016","Tuesday","Local",0,0,70,"Broker",1,8.53959831164096,1,"Compact",9.61587214452889,"blue",10.1054166052528,1
"3275",10331,39,"M",0,86,11.2198287598169,1,1,"Rent",85007,"3/24/2016","Thursday","Local",0,0,5,"Broker",0,0,7,"Compact",9.61587214452889,"blue",10.7359952894919,1
"15540",900,39,"M",1,78,10.9250387950678,1,1,"Own",15046,"7/14/2016","Thursday","Highway",0,0,71,"Broker",1,0,1,"Medium",10.0872872438763,"red",9.91382044980539,1
"7334",10586,52,"F",1,49,10.9040091326435,0,1,"Own",85065,"3/30/2016","Wednesday","Parking Lot",0,0,22,"Phone",1,8.5898319419351,1,"Medium",11.1887013745335,"blue",8.9098546977184,1
"4650",6570,35,"F",1,89,11.1241404671133,1,1,"Rent",80034,"8/29/2015","Saturday","Local",3,0,59,"Phone",1,9.04927450392018,6,"Large",10.2887416720742,"white",10.1246087033764,1
"4273",10010,36,"F",1,78,11.2141015520996,1,0,"Rent",50028,"4/7/2015","Tuesday","Parking Lot",1,0,64,"Broker",1,0,1,"Large",9.61587214452889,"silver",10.6406251995036,1
"15314",24705,40,"M",1,85,11.2476309113961,0,1,"Rent",20146,"2/18/2015","Wednesday","Parking Lot",3,0,47,"Phone",1,0,2,"Large",11.1284193032855,"gray",9.51137865136814,1
"9783",655,54,"F",0,53,11.6802349016437,1,1,"Rent",20152,"6/18/2015","Thursday","Highway",2,0,46,"Phone",1,0,1,"Medium",10.5339903186952,"other",10.2888152321484,1
"4713",3525,45,"M",0,76,11.3560143118734,1,0,"Own",80012,"6/6/2016","Monday","Highway",8,1,14,"Broker",1,0,6,"Compact",9.66024152899244,"other",10.2897054582511,1
"1610",6247,43,"M",1,90,10.4123813114523,1,1,"Rent",80030,"1/21/2015","Wednesday","Local",0,0,38,"Broker",0,7.10688478742546,1,"Medium",11.352382945344,"white",9.92549953006675,1
"13308",5819,41,"F",1,54,11.5085157564815,1,1,"Rent",50009,"10/11/2015","Sunday","Local",0,0,99,"Broker",1,0,1,"Large",11.0261335273342,"other",10.7120929854255,1
"6933",28451,34,"F",1,72,11.0567142811441,1,1,"Rent",15055,"12/16/2015","Wednesday","Local",8,1,77,"Phone",1,0,2,"Large",9.61587214452889,"other",10.2083889964913,1
"10055",28583,31,"M",1,20,11.3534724190799,0,0,"Rent",50048,"5/3/2016","Tuesday","Local",0,0,7,"Online",0,8.59326494836748,6,"Compact",10.292683405525,"red",10.4860404872794,1
"1394",26944,35,"F",1,86,10.4602707610751,0,1,"Own",20112,"12/31/2015","Thursday","Highway",2,0,51,"Phone",1,0,1,"Large",9.87904618552202,"red",10.1771093388072,1
"3008",2953,26,"M",0,99,10.3783543374479,1,0,"Rent",20102,"8/14/2016","Sunday","Local",11,0,90,"Online",0,6.73422298322098,1,"Compact",10.4083817863833,"red",9.51675382903087,1
"8271",13323,45,"F",1,99,11.02968258229,0,1,"Rent",20155,"7/20/2016","Wednesday","Parking Lot",7,0,99,"Phone",1,0,1,"Medium",10.243580718114,"other",10.4741322535193,1
"2011",1888,43,"F",0,91,11.5513477825675,0,1,"Own",80005,"10/18/2016","Tuesday","Parking Lot",20,0,50,"Broker",1,8.90556639489754,1,"Compact",10.1858045486518,"blue",9.63763037559618,1
"11770",17571,44,"F",0,78,11.7205004526763,1,0,"Own",20152,"3/14/2016","Monday","Local",3,0,100,"Phone",1,0,1,"Medium",9.61587214452889,"white",9.91189048034285,1
"2696",27672,45,"F",1,89,11.2520151430159,0,0,"Own",85008,"7/9/2015","Thursday","Local",0,0,100,"Broker",0,7.43748901243564,10,"Medium",10.656274870429,"red",9.75884142401908,1
"4628",13974,43,"F",1,81,11.1042050641414,1,0,"Rent",15056,"1/19/2016","Tuesday","Local",9,1,6,"Phone",1,0,1,"Compact",9.61587214452889,"red",9.08176594492973,1
"411",27702,31,"F",0,76,11.4891244547843,1,1,"Rent",85065,"11/18/2015","Wednesday","Highway",4,0,60,"Broker",0,0,1,"Large",9.61587214452889,"black",9.21224091979049,1
"10529",9165,40,"F",1,84,10.9796326671542,0,0,"Own",80110,"3/3/2015","Tuesday","Local",6,1,43,"Phone",1,5.84510841074664,4,"Medium",9.61587214452889,"blue",9.49764673085646,1
"3164",27106,35,"F",1,85,11.2213960007896,0,1,"Own",20101,"3/5/2015","Thursday","Highway",0,0,72,"Phone",1,7.14997177967763,1,"Medium",11.1782988469764,"silver",10.2549623033273,1
"6908",15226,51,"F",1,92,10.4517823564166,0,1,"Own",50029,"3/23/2015","Monday","Local",14,0,10,"Broker",1,8.03095285740856,6,"Medium",9.61587214452889,"other",10.0505218937551,1
"7871",21611,35,"F",1,63,11.353976625698,1,0,"Own",15028,"5/30/2015","Saturday","Local",10,0,33,"Broker",1,8.11593322927529,1,"Medium",9.61587214452889,"gray",9.55248086506453,1
"13550",11949,54,"M",1,83,11.1421226191241,1,1,"Own",20111,"10/3/2016","Monday","Local",0,1,50,"Broker",1,0,12,"Large",11.0783471075677,"red",9.38656718348516,1
"1059",2539,39,"M",1,88,11.5903123413516,0,1,"Own",50001,"3/8/2016","Tuesday","Parking Lot",12,0,64,"Phone",1,0,1,"Medium",9.99345591313041,"blue",10.4681009811498,1
"503",20365,52,"M",0,64,10.9625617443567,0,0,"Own",50021,"11/6/2015","Friday","Local",7,0,54,"Online",1,0,1,"Large",11.6681177381554,"blue",8.9002101871844,1
"1973",27545,66,"M",1,23,11.4116565672157,0,1,"Own",50022,"10/25/2015","Sunday","Local",0,0,0,"Broker",1,0,1,"Compact",10.9677273155804,"white",9.69890250381287,1
"5788",1481,32,"F",0,95,10.9865123178625,1,1,"Rent",50052,"12/16/2015","Wednesday","Local",0,1,7,"Broker",0,0,1,"Compact",11.1007510338108,"black",10.2855372027279,1
"16731",14179,49,"M",0,80,10.8660891872735,0,1,"Own",15003,"3/4/2015","Wednesday","Local",0,1,68,"Phone",1,0,1,"Large",9.61587214452889,"blue",9.50415846573577,1
"3645",19853,68,"F",1,76,11.2355896845726,1,1,"Own",20142,"10/27/2016","Thursday","Local",7,0,3,"Online",1,7.77430939894646,1,"Medium",10.5477127530595,"silver",10.2292676380771,1
"12871",4987,51,"M",0,89,11.6567140720474,1,1,"Rent",50050,"3/23/2016","Wednesday","Parking Lot",13,0,50,"Broker",1,6.15598272677264,7,"Medium",10.827833928354,"gray",9.69762338040142,1
